Fecha,temperatura (°F),punto_de_rocio (°F),humedad,Columna1,Velocidad del viento (mph),rafaga_viento (mph),presion
4-11-2015:20:00,84,77,79,W,3,0,29.81 °in
4-11-2015:21:00,84,77,79,WSW,3,0,29.82 °in
4-11-2015:22:00,84,77,79,VAR,2,0,29.84 °in
4-11-2015:23:00,84,77,79,VAR,2,0,29.83 °in
5-11-2015:00:00,84,77,79,SE,3,0,29.82 °in
5-11-2015:01:00,81,77,89,CALM,0,0,29.81 °in
5-11-2015:02:00,81,77,89,VAR,2,0,29.79 °in
5-11-2015:03:00,81,77,89,CALM,0,0,29.78 °in
5-11-2015:04:00,81,77,89,VAR,2,0,29.78 °in
5-11-2015:05:00,81,77,89,VAR,2,0,29.80 °in
5-11-2015:06:00,81,77,89,VAR,2,0,29.81 °in
5-11-2015:07:00,82,79,89,VAR,2,0,29.82 °in
5-11-2015:08:00,86,81,84,S,3,0,29.83 °in
5-11-2015:09:00,86,79,79,S,5,0,29.86 °in
5-11-2015:10:00,86,79,79,SSE,5,0,29.87 °in
5-11-2015:11:00,88,77,70,SSW,12,0,29.86 °in
5-11-2015:12:00,91,75,59,SW,7,0,29.83 °in
5-11-2015:13:00,90,75,62,W,9,0,29.81 °in
5-11-2015:14:00,86,77,74,S,12,0,29.80 °in
5-11-2015:15:00,84,77,79,W,9,0,29.79 °in
5-11-2015:15:10,77,75,94,NW,9,0,29.78 °in
5-11-2015:15:14,84,77,79,WNW,10,0,29.80 °in
5-11-2015:16:00,77,75,94,NW,9,0,29.78 °in
5-11-2015:17:00,79,75,89,CALM,0,0,29.78 °in
5-11-2015:18:00,79,75,89,CALM,0,0,29.78 °in
5-11-2015:19:00,79,77,94,SE,5,0,29.80 °in
5-11-2015:20:00,79,75,89,E,5,0,29.82 °in
5-11-2015:21:00,79,75,89,ESE,5,0,29.85 °in
5-11-2015:22:00,79,73,83,CALM,0,0,29.86 °in
5-11-2015:23:00,79,75,89,SE,5,0,29.86 °in
6-11-2015:00:00,79,77,94,SE,7,0,29.84 °in
6-11-2015:01:00,79,75,89,E,3,0,29.83 °in
6-11-2015:02:00,79,75,89,CALM,0,0,29.80 °in
6-11-2015:03:00,79,75,89,CALM,0,0,29.79 °in
6-11-2015:04:00,79,75,89,SSW,5,0,29.80 °in
6-11-2015:05:00,79,75,89,S,7,0,29.80 °in
6-11-2015:06:00,79,73,83,S,7,0,29.83 °in
6-11-2015:07:00,81,75,84,S,6,0,29.85 °in
6-11-2015:08:00,82,77,84,SSW,7,0,29.88 °in
6-11-2015:09:00,86,77,74,S,9,0,29.89 °in
6-11-2015:10:00,88,77,70,S,8,0,29.89 °in
6-11-2015:11:00,88,77,70,WSW,9,0,29.88 °in
6-11-2015:12:00,88,77,70,S,9,0,29.85 °in
6-11-2015:13:00,88,77,70,W,8,0,29.82 °in
6-11-2015:14:00,88,77,70,W,13,0,29.79 °in
6-11-2015:15:00,88,75,66,WNW,9,0,29.77 °in
6-11-2015:16:00,86,77,74,W,6,0,29.76 °in
6-11-2015:17:00,84,77,79,NW,7,0,29.77 °in
6-11-2015:18:00,84,77,79,NNW,6,0,29.77 °in
6-11-2015:19:00,84,77,79,N,8,0,29.78 °in
6-11-2015:20:00,84,77,79,N,9,0,29.82 °in
6-11-2015:21:00,82,77,84,N,3,0,29.83 °in
6-11-2015:22:00,82,77,84,N,5,0,29.84 °in
6-11-2015:23:00,82,77,84,NNE,5,0,29.83 °in
7-11-2015:00:00,82,77,84,N,7,0,29.82 °in
7-11-2015:01:00,82,79,89,NNE,5,0,29.80 °in
7-11-2015:02:00,82,77,84,N,9,0,29.76 °in
7-11-2015:03:00,81,79,94,N,5,0,29.75 °in
7-11-2015:04:00,81,77,89,VAR,2,0,29.73 °in
7-11-2015:05:00,81,77,89,NE,5,0,29.73 °in
7-11-2015:06:00,79,77,94,ESE,8,0,29.76 °in
7-11-2015:07:00,81,75,84,E,3,0,29.80 °in
7-11-2015:08:00,84,77,79,E,3,0,29.82 °in
7-11-2015:09:00,88,79,75,ESE,6,0,29.83 °in
7-11-2015:10:00,90,79,70,E,9,0,29.83 °in
7-11-2015:11:00,90,77,66,NW,7,0,29.83 °in
7-11-2015:12:00,90,77,66,W,6,0,29.82 °in
7-11-2015:13:00,90,77,66,W,13,0,29.76 °in
7-11-2015:14:00,88,77,70,NW,7,0,29.74 °in
7-11-2015:14:40,86,77,74,WNW,6,0,29.73 °in
7-11-2015:15:00,90,75,62,NW,9,0,29.72 °in
7-11-2015:15:21,84,79,84,NNW,3,0,29.72 °in
7-11-2015:15:31,84,79,84,NNW,3,0,29.72 °in
7-11-2015:16:00,86,77,74,NNE,3,0,29.72 °in
7-11-2015:17:00,82,77,84,E,7,0,29.72 °in
7-11-2015:18:00,82,77,84,VAR,2,0,29.73 °in
7-11-2015:19:00,82,77,84,ENE,3,0,29.75 °in
7-11-2015:20:00,82,75,79,NE,6,0,29.79 °in
7-11-2015:21:00,81,75,84,VAR,2,0,29.81 °in
7-11-2015:22:00,81,73,79,ENE,5,0,29.81 °in
7-11-2015:23:00,81,73,79,ESE,3,0,29.81 °in
8-11-2015:00:00,79,75,89,VAR,2,0,29.79 °in
8-11-2015:01:00,79,73,83,VAR,2,0,29.77 °in
8-11-2015:02:00,79,75,89,SE,3,0,29.77 °in
8-11-2015:03:00,79,73,83,VAR,2,0,29.77 °in
8-11-2015:04:00,79,70,74,,0,0,29.72 °in
8-11-2015:05:00,79,75,89,CALM,0,0,29.75 °in
8-11-2015:06:00,79,75,89,SE,3,0,29.78 °in
8-11-2015:07:00,79,77,94,ESE,3,0,29.81 °in
8-11-2015:08:00,84,77,79,E,5,0,29.82 °in
8-11-2015:09:00,88,77,70,NNW,3,0,29.83 °in
8-11-2015:10:00,90,79,70,W,5,0,29.83 °in
8-11-2015:11:00,90,79,70,W,5,0,29.81 °in
8-11-2015:12:00,90,75,62,N,9,0,29.78 °in
8-11-2015:13:00,91,75,59,NNW,8,0,29.75 °in
8-11-2015:14:00,0,0,0,NNW,12,0,29.74 °in
8-11-2015:15:00,90,75,62,NW,9,0,29.72 °in
8-11-2015:16:00,91,77,63,N,12,0,29.71 °in
8-11-2015:17:00,88,75,66,NW,9,0,29.72 °in
8-11-2015:18:00,88,73,62,N,8,0,29.72 °in
8-11-2015:19:00,86,77,74,NE,6,0,29.74 °in
8-11-2015:20:00,84,79,84,NNE,3,0,29.77 °in
8-11-2015:21:00,84,79,84,N,6,0,29.80 °in
8-11-2015:22:00,84,79,84,NE,6,0,29.81 °in
8-11-2015:23:00,84,79,84,NE,6,0,29.81 °in
9-11-2015:00:00,82,79,89,CALM,0,0,29.79 °in
9-11-2015:01:00,84,79,84,NE,6,0,29.81 °in
9-11-2015:02:00,82,79,89,CALM,0,0,29.75 °in
9-11-2015:03:00,82,79,89,ESE,3,0,29.73 °in
9-11-2015:04:00,82,79,89,S,5,0,29.73 °in
9-11-2015:05:00,81,79,94,VAR,2,0,29.73 °in
9-11-2015:06:00,81,77,89,VAR,2,0,29.74 °in
9-11-2015:07:00,82,77,84,CALM,0,0,29.77 °in
9-11-2015:08:00,88,81,79,ESE,3,0,29.79 °in
9-11-2015:09:00,88,79,75,NW,5,0,29.81 °in
9-11-2015:10:00,90,79,70,N,6,0,29.83 °in
9-11-2015:11:00,91,77,63,E,5,0,29.80 °in
9-11-2015:12:00,91,81,71,NNW,13,0,29.79 °in
9-11-2015:13:00,90,79,70,N,16,0,29.76 °in
9-11-2015:14:00,90,79,70,N,14,0,29.73 °in
9-11-2015:15:00,90,79,70,N,14,0,29.71 °in
9-11-2015:16:00,88,79,75,N,12,0,29.72 °in
9-11-2015:17:00,86,79,79,N,8,0,29.73 °in
9-11-2015:18:00,82,75,79,SSE,6,0,29.74 °in
9-11-2015:19:00,84,75,74,SE,5,0,29.76 °in
9-11-2015:20:00,82,75,79,ESE,5,0,29.79 °in
9-11-2015:21:00,81,73,79,NE,5,0,29.80 °in
9-11-2015:22:00,81,73,79,E,7,0,29.81 °in
9-11-2015:23:00,81,73,79,SSE,5,0,29.82 °in
10-11-2015:00:00,82,73,74,W,6,0,29.82 °in
10-11-2015:01:00,81,73,79,SSE,5,0,29.81 °in
10-11-2015:02:00,81,73,79,SSE,5,0,29.81 °in
10-11-2015:03:00,81,73,79,SSE,5,0,29.76 °in
10-11-2015:04:00,82,77,84,S,5,0,29.77 °in
10-11-2015:05:00,82,79,89,S,7,0,29.78 °in
10-11-2015:06:00,82,79,89,SSE,5,0,29.79 °in
10-11-2015:07:00,82,79,89,E,5,0,29.81 °in
10-11-2015:08:00,84,75,74,SSE,5,0,29.82 °in
10-11-2015:09:00,86,79,79,S,6,0,29.79 °in
10-11-2015:10:00,90,81,75,NNE,5,0,29.84 °in
10-11-2015:11:00,90,81,75,NW,8,0,29.82 °in
10-11-2015:12:00,88,81,79,N,10,0,29.86 °in
10-11-2015:13:00,90,81,75,NW,8,0,29.76 °in
10-11-2015:14:00,88,77,70,N,12,0,29.74 °in
10-11-2015:15:00,90,81,75,N,13,0,29.72 °in
10-11-2015:16:00,86,79,79,N,7,0,29.72 °in
10-11-2015:17:00,86,79,79,N,8,0,29.71 °in
10-11-2015:18:00,86,79,79,N,7,0,29.73 °in
10-11-2015:19:00,84,79,84,NNE,7,0,29.76 °in
10-11-2015:20:00,84,79,84,NNE,6,0,29.78 °in
10-11-2015:21:00,82,79,89,NNE,3,0,29.79 °in
10-11-2015:22:00,84,79,84,N,3,0,29.81 °in
10-11-2015:23:00,82,79,89,NNE,3,0,29.80 °in
11-11-2015:00:00,82,79,89,N,6,0,29.78 °in
11-11-2015:01:00,82,79,89,NNE,3,0,29.76 °in
11-11-2015:02:00,82,79,89,VAR,2,0,29.75 °in
11-11-2015:03:00,82,79,89,VAR,2,0,29.72 °in
11-11-2015:04:00,82,79,89,S,5,0,29.73 °in
11-11-2015:05:00,82,77,84,S,5,0,29.74 °in
11-11-2015:06:00,81,79,94,S,5,0,29.74 °in
11-11-2015:07:00,82,79,89,S,7,0,29.76 °in
11-11-2015:08:00,82,79,89,SSW,8,0,29.79 °in
11-11-2015:09:00,84,79,84,S,12,0,29.81 °in
11-11-2015:10:00,86,79,79,SSW,9,0,29.82 °in
11-11-2015:11:00,88,79,75,SSW,7,0,29.81 °in
11-11-2015:12:00,86,75,70,SW,6,0,29.79 °in
11-11-2015:13:00,86,77,74,WSW,7,0,29.77 °in
11-11-2015:14:00,86,77,74,WSW,7,0,29.74 °in
11-11-2015:15:00,86,77,74,WNW,5,0,29.73 °in
11-11-2015:16:00,84,79,84,WNW,9,0,29.73 °in
11-11-2015:17:00,84,77,79,WNW,5,0,29.73 °in
11-11-2015:18:00,84,77,79,NNW,5,0,29.74 °in
11-11-2015:19:00,84,77,79,NW,6,0,29.75 °in
11-11-2015:20:00,84,77,79,NW,6,0,29.78 °in
11-11-2015:21:00,82,77,84,N,5,0,29.79 °in
11-11-2015:22:00,82,77,84,NW,3,0,29.80 °in
11-11-2015:23:00,82,75,79,NNW,5,0,29.80 °in
12-11-2015:00:00,82,75,79,VAR,2,0,29.78 °in
12-11-2015:01:00,82,77,84,CALM,0,0,29.78 °in
12-11-2015:02:00,82,77,84,VAR,2,0,29.75 °in
12-11-2015:03:00,81,77,89,CALM,0,0,29.74 °in
12-11-2015:04:00,81,77,89,CALM,0,0,29.75 °in
12-11-2015:05:00,81,79,94,VAR,2,0,29.75 °in
12-11-2015:06:00,81,77,89,VAR,2,0,29.75 °in
12-11-2015:07:00,82,79,89,S,5,0,29.77 °in
12-11-2015:08:00,84,79,84,W,5,0,29.79 °in
12-11-2015:09:00,88,79,75,CALM,0,0,29.80 °in
12-11-2015:10:00,86,79,79,S,5,0,29.77 °in
12-11-2015:11:00,90,79,70,WSW,5,0,29.79 °in
12-11-2015:12:00,90,79,70,W,9,0,29.77 °in
12-11-2015:13:00,90,79,70,W,9,0,29.76 °in
12-11-2015:14:00,90,79,70,WNW,9,0,29.73 °in
12-11-2015:15:00,88,79,75,NW,12,0,29.71 °in
12-11-2015:16:00,88,79,75,NW,9,0,29.71 °in
12-11-2015:17:00,86,79,79,NNW,9,0,29.71 °in
12-11-2015:18:00,86,79,79,N,13,0,29.71 °in
12-11-2015:19:00,84,77,79,N,8,0,29.73 °in
12-11-2015:20:00,84,77,79,N,10,0,29.73 °in
12-11-2015:21:00,84,77,79,NNE,5,0,29.75 °in
12-11-2015:21:58,82,77,84,NNE,5,0,29.77 °in
12-11-2015:22:00,82,77,84,NNE,5,0,29.77 °in
12-11-2015:23:00,82,77,84,NNE,5,0,29.76 °in
13-11-2015:00:00,82,77,84,VAR,2,0,29.75 °in
13-11-2015:00:20,82,77,84,VAR,2,0,29.75 °in
13-11-2015:00:58,82,77,84,VAR,2,0,29.73 °in
13-11-2015:01:00,82,77,84,VAR,2,0,29.73 °in
13-11-2015:01:58,81,77,89,CALM,0,0,29.70 °in
13-11-2015:02:00,81,77,89,CALM,0,0,29.70 °in
13-11-2015:02:58,82,77,84,CALM,0,0,29.70 °in
13-11-2015:03:00,82,77,84,CALM,0,0,29.70 °in
13-11-2015:04:00,81,77,89,E,5,0,29.69 °in
13-11-2015:04:58,81,77,89,E,5,0,29.69 °in
13-11-2015:05:00,81,77,89,ENE,3,0,29.69 °in
13-11-2015:05:06,81,77,89,ENE,3,0,29.69 °in
13-11-2015:05:58,79,77,94,VAR,2,0,29.70 °in
13-11-2015:06:00,79,77,94,VAR,2,0,29.70 °in
13-11-2015:07:00,81,79,94,ESE,3,0,29.73 °in
13-11-2015:08:00,84,79,84,VAR,2,0,29.75 °in
13-11-2015:09:00,88,79,75,E,3,0,29.77 °in
13-11-2015:10:00,90,77,66,VAR,2,0,29.77 °in
13-11-2015:11:00,88,79,75,WNW,8,0,29.77 °in
13-11-2015:12:00,90,79,70,NNW,8,0,29.75 °in
13-11-2015:13:00,91,79,66,WNW,7,0,29.71 °in
13-11-2015:14:00,90,77,66,N,13,0,29.68 °in
13-11-2015:15:00,91,79,66,N,14,0,29.66 °in
13-11-2015:16:00,90,77,66,N,12,0,29.66 °in
13-11-2015:17:00,88,75,66,N,10,0,29.66 °in
13-11-2015:18:00,86,75,70,NE,7,0,29.67 °in
13-11-2015:19:00,84,79,84,NNE,7,0,29.69 °in
13-11-2015:20:00,84,79,84,SSE,7,0,29.72 °in
13-11-2015:21:00,82,77,84,NE,7,0,29.73 °in
13-11-2015:22:00,82,79,89,ENE,6,0,29.74 °in
13-11-2015:23:00,82,79,89,ENE,6,0,29.73 °in
14-11-2015:00:00,82,79,89,ENE,6,0,29.72 °in
14-11-2015:01:00,81,77,89,NE,3,0,29.71 °in
14-11-2015:02:00,81,79,94,NNE,3,0,29.68 °in
14-11-2015:03:00,82,79,89,N,3,0,29.67 °in
14-11-2015:04:00,81,79,94,CALM,0,0,29.67 °in
14-11-2015:05:00,81,79,94,CALM,0,0,29.68 °in
14-11-2015:06:00,79,77,94,CALM,0,0,29.70 °in
14-11-2015:07:00,81,77,89,NE,3,0,29.71 °in
14-11-2015:08:00,86,79,79,ESE,5,0,29.73 °in
14-11-2015:09:00,90,77,66,ENE,5,0,29.75 °in
14-11-2015:10:00,91,77,63,VAR,2,0,29.75 °in
14-11-2015:11:00,91,77,63,WNW,5,0,29.74 °in
14-11-2015:12:00,91,79,66,NNW,9,0,29.73 °in
14-11-2015:13:00,90,77,66,WNW,8,0,29.70 °in
14-11-2015:14:00,91,77,63,NNW,10,0,29.68 °in
14-11-2015:15:00,91,77,63,NNW,8,0,29.67 °in
14-11-2015:16:00,88,75,66,N,13,0,29.66 °in
14-11-2015:17:00,88,75,66,NE,10,0,29.66 °in
14-11-2015:18:00,86,75,70,NNE,6,0,29.67 °in
14-11-2015:19:00,84,79,84,NNE,10,0,29.69 °in
14-11-2015:20:00,84,79,84,NE,3,0,29.72 °in
14-11-2015:21:00,82,79,89,NNE,6,0,29.74 °in
14-11-2015:22:00,82,79,89,NNE,7,0,29.75 °in
14-11-2015:23:00,82,79,89,ENE,3,0,29.75 °in
15-11-2015:00:00,82,79,89,CALM,0,0,29.74 °in
15-11-2015:01:00,82,79,89,CALM,0,0,29.73 °in
15-11-2015:02:00,82,79,89,CALM,0,0,29.71 °in
15-11-2015:03:00,81,79,94,E,5,0,29.71 °in
15-11-2015:04:00,79,79,100,E,5,0,29.69 °in
15-11-2015:05:00,79,79,100,E,2,0,29.70 °in
15-11-2015:06:00,79,79,100,NNE,3,0,29.72 °in
15-11-2015:07:00,81,77,89,VAR,2,0,29.75 °in
15-11-2015:08:00,84,79,84,ENE,3,0,29.78 °in
15-11-2015:09:00,90,79,70,VAR,2,0,29.79 °in
15-11-2015:10:00,91,77,63,VAR,2,0,29.79 °in
15-11-2015:11:00,90,79,70,WNW,5,0,29.78 °in
15-11-2015:12:00,90,79,70,NW,10,0,29.75 °in
15-11-2015:13:00,90,79,70,NNW,10,0,29.72 °in
15-11-2015:14:00,90,79,70,NNW,13,0,29.69 °in
15-11-2015:15:00,90,77,66,N,12,0,29.67 °in
15-11-2015:15:20,90,77,66,N,14,0,29.67 °in
15-11-2015:16:00,90,77,66,N,8,0,29.67 °in
15-11-2015:17:00,84,75,74,WNW,8,0,29.70 °in
15-11-2015:18:00,86,77,74,SW,5,0,29.71 °in
15-11-2015:19:00,86,77,74,SSE,5,0,29.70 °in
15-11-2015:20:00,81,73,79,E,5,0,29.72 °in
15-11-2015:21:00,81,73,79,SSE,5,0,29.74 °in
15-11-2015:22:00,81,75,84,SE,5,0,29.77 °in
15-11-2015:23:00,81,75,84,S,5,0,29.76 °in
16-11-2015:00:00,82,75,79,SSW,5,0,29.74 °in
16-11-2015:01:00,82,75,79,W,7,0,29.71 °in
16-11-2015:02:00,81,77,89,E,5,0,29.71 °in
16-11-2015:03:00,79,77,94,SE,5,0,29.70 °in
16-11-2015:04:00,79,77,94,SE,5,0,29.68 °in
16-11-2015:05:00,81,77,89,SSE,5,0,29.69 °in
16-11-2015:06:00,81,77,89,ESE,5,0,29.71 °in
16-11-2015:07:00,81,75,84,CALM,0,0,29.75 °in
16-11-2015:08:00,82,77,84,CALM,0,0,29.76 °in
16-11-2015:09:00,86,77,74,E,3,0,29.79 °in
16-11-2015:10:00,88,79,75,SSW,5,0,29.80 °in
16-11-2015:11:00,86,79,79,SSE,9,0,29.78 °in
16-11-2015:12:00,86,79,79,SW,10,0,29.75 °in
16-11-2015:12:34,79,77,94,W,15,0,29.74 °in
16-11-2015:13:00,79,77,94,WSW,16,0,29.75 °in
16-11-2015:13:45,79,77,94,SSW,12,0,29.74 °in
16-11-2015:14:00,81,77,89,S,14,0,29.73 °in
16-11-2015:15:00,79,77,94,SW,15,0,29.73 °in
16-11-2015:16:00,79,77,94,W,7,0,29.71 °in
16-11-2015:17:00,79,77,94,SW,3,0,29.70 °in
16-11-2015:18:00,79,77,94,S,7,0,29.72 °in
16-11-2015:19:00,77,77,100,ENE,3,0,29.75 °in
16-11-2015:20:00,77,75,94,ESE,5,0,29.77 °in
16-11-2015:21:00,77,75,94,SE,5,0,29.78 °in
16-11-2015:22:00,79,75,89,SSE,3,0,29.79 °in
16-11-2015:23:00,79,77,94,VAR,2,0,29.80 °in
17-11-2015:00:00,77,75,94,VAR,2,0,29.79 °in
17-11-2015:01:00,79,77,94,E,3,0,29.76 °in
17-11-2015:02:00,77,77,100,ESE,6,0,29.72 °in
17-11-2015:03:00,77,75,94,VAR,2,0,29.70 °in
17-11-2015:04:00,77,75,94,SSW,3,0,29.71 °in
17-11-2015:05:00,79,77,94,VAR,2,0,29.72 °in
17-11-2015:06:00,77,75,94,SE,3,0,29.72 °in
17-11-2015:07:00,77,75,94,E,3,0,29.74 °in
17-11-2015:08:00,79,77,94,SSE,3,0,29.76 °in
17-11-2015:09:00,81,77,89,VAR,2,0,29.76 °in
17-11-2015:10:00,82,77,84,VAR,2,0,29.77 °in
17-11-2015:11:00,84,77,79,VAR,2,0,29.75 °in
17-11-2015:12:00,82,77,84,NW,3,0,29.73 °in
17-11-2015:13:00,82,79,89,N,7,0,29.69 °in
17-11-2015:14:00,82,77,84,WSW,5,0,29.67 °in
17-11-2015:15:00,82,77,84,WSW,5,0,29.67 °in
17-11-2015:16:00,82,77,84,WNW,5,0,29.67 °in
17-11-2015:17:00,82,79,89,W,5,0,29.69 °in
17-11-2015:18:00,81,77,89,W,5,0,29.69 °in
17-11-2015:19:00,82,77,84,SW,3,0,29.71 °in
17-11-2015:20:00,81,77,89,SW,7,0,29.73 °in
17-11-2015:21:00,81,77,89,SW,7,0,29.73 °in
17-11-2015:22:30,79,77,94,W,3,0,29.77 °in
17-11-2015:23:00,79,77,94,S,12,0,29.76 °in
17-11-2015:23:25,77,75,94,SW,6,0,29.78 °in
18-11-2015:00:00,77,75,94,W,3,0,29.77 °in
18-11-2015:01:00,75,75,100,WSW,13,0,29.77 °in
18-11-2015:01:25,75,73,94,WSW,8,0,29.77 °in
18-11-2015:02:00,75,75,100,SW,6,0,29.76 °in
18-11-2015:03:00,75,73,94,WNW,6,0,29.74 °in
18-11-2015:04:00,77,75,94,WNW,5,0,29.75 °in
18-11-2015:05:00,75,73,94,WSW,3,0,29.77 °in
18-11-2015:06:00,75,73,94,E,5,0,29.78 °in
18-11-2015:07:00,75,73,94,E,5,0,29.81 °in
18-11-2015:08:00,77,73,89,ESE,5,0,29.85 °in
18-11-2015:09:00,77,75,94,E,5,0,29.85 °in
18-11-2015:10:00,77,75,94,E,5,0,29.86 °in
18-11-2015:11:00,79,75,89,SE,12,0,29.84 °in
18-11-2015:12:00,79,75,89,E,7,0,29.82 °in
18-11-2015:13:00,81,75,84,SE,10,0,29.77 °in
18-11-2015:14:00,81,75,84,ESE,8,0,29.75 °in
18-11-2015:15:00,81,75,84,ESE,12,0,29.74 °in
18-11-2015:16:00,79,73,83,E,5,0,29.73 °in
18-11-2015:17:00,79,75,89,ESE,5,0,29.74 °in
18-11-2015:18:00,79,75,89,VAR,2,0,29.75 °in
18-11-2015:19:00,79,75,89,VAR,2,0,29.76 °in
18-11-2015:20:00,79,75,89,E,5,0,29.79 °in
18-11-2015:21:00,79,75,89,VAR,2,0,29.81 °in
18-11-2015:22:00,79,75,89,VAR,2,0,29.83 °in
18-11-2015:23:00,79,75,89,CALM,0,0,29.83 °in
19-11-2015:00:00,79,75,89,VAR,2,0,29.82 °in
19-11-2015:01:00,79,75,89,CALM,0,0,29.80 °in
19-11-2015:02:00,79,77,94,CALM,0,0,29.79 °in
19-11-2015:03:00,77,77,100,CALM,0,0,29.78 °in
19-11-2015:04:00,77,77,100,CALM,0,0,29.78 °in
19-11-2015:05:00,79,77,94,CALM,0,0,29.76 °in
19-11-2015:06:00,79,75,89,SSW,5,0,29.78 °in
19-11-2015:07:00,79,75,89,VAR,2,0,29.82 °in
19-11-2015:08:00,81,77,89,ESE,3,0,29.84 °in
19-11-2015:09:00,81,77,89,E,3,0,29.85 °in
19-11-2015:10:00,82,77,84,VAR,2,0,29.85 °in
19-11-2015:11:00,86,77,74,E,3,0,29.83 °in
19-11-2015:12:00,88,79,75,ESE,7,0,29.80 °in
19-11-2015:13:00,90,77,66,ENE,3,0,29.75 °in
19-11-2015:14:00,88,79,75,WNW,8,0,29.73 °in
19-11-2015:15:00,86,77,74,WNW,7,0,29.72 °in
19-11-2015:16:00,86,77,74,NW,8,0,29.71 °in
19-11-2015:17:00,84,77,79,N,9,0,29.73 °in
19-11-2015:18:00,82,77,84,NW,8,0,29.73 °in
19-11-2015:19:00,84,77,79,NW,6,0,29.77 °in
19-11-2015:20:00,84,79,84,NW,7,0,29.78 °in
19-11-2015:21:00,82,79,89,NW,7,0,29.79 °in
19-11-2015:22:00,82,79,89,WNW,5,0,29.79 °in
19-11-2015:23:00,79,77,94,W,5,0,29.79 °in
20-11-2015:00:00,82,77,84,VAR,2,0,29.77 °in
20-11-2015:01:00,82,77,84,VAR,2,0,29.76 °in
20-11-2015:02:00,79,77,94,CALM,0,0,29.75 °in
20-11-2015:03:00,79,77,94,ESE,6,0,29.73 °in
20-11-2015:04:00,79,77,94,VAR,2,0,29.73 °in
20-11-2015:05:00,79,77,94,VAR,2,0,29.75 °in
20-11-2015:06:00,79,77,94,SE,3,0,29.76 °in
20-11-2015:07:00,81,77,89,VAR,2,0,29.78 °in
20-11-2015:08:00,82,77,84,NE,6,0,29.80 °in
20-11-2015:09:00,88,77,70,NE,5,0,29.81 °in
20-11-2015:10:00,90,77,66,E,5,0,29.80 °in
20-11-2015:11:00,90,75,62,N,10,0,29.78 °in
20-11-2015:12:00,88,75,66,N,13,0,29.75 °in
20-11-2015:13:00,86,75,70,N,14,0,29.72 °in
20-11-2015:14:00,88,75,66,N,0,0,29.70 °in
20-11-2015:15:00,88,73,62,N,12,0,29.68 °in
20-11-2015:16:00,88,73,62,NNE,10,0,29.68 °in
20-11-2015:17:00,86,75,70,N,9,0,29.69 °in
20-11-2015:18:00,84,75,74,NNE,5,0,29.70 °in
20-11-2015:19:00,82,75,79,NNE,5,0,29.72 °in
20-11-2015:20:00,82,75,79,VAR,2,0,29.74 °in
20-11-2015:21:00,81,75,84,VAR,2,0,29.74 °in
20-11-2015:22:00,81,75,84,NE,3,0,29.75 °in
20-11-2015:23:00,81,75,84,VAR,2,0,29.74 °in
21-11-2015:00:00,81,75,84,ENE,3,0,29.73 °in
21-11-2015:01:00,79,75,89,NE,3,0,29.72 °in
21-11-2015:02:00,79,75,89,CALM,0,0,29.70 °in
21-11-2015:03:00,79,75,89,CALM,0,0,29.70 °in
21-11-2015:04:00,79,75,89,CALM,0,0,29.69 °in
21-11-2015:05:00,79,73,83,N,3,0,29.70 °in
21-11-2015:06:00,79,73,83,N,3,0,29.71 °in
21-11-2015:07:00,81,75,84,SE,3,0,29.73 °in
21-11-2015:08:00,86,77,74,E,3,0,29.76 °in
21-11-2015:09:00,88,77,70,SE,3,0,29.77 °in
21-11-2015:10:00,90,73,59,E,5,0,29.78 °in
21-11-2015:11:00,88,77,70,NW,5,0,29.77 °in
21-11-2015:12:00,90,75,62,WNW,7,0,29.74 °in
21-11-2015:13:00,90,75,62,WNW,9,0,29.71 °in
21-11-2015:14:00,90,77,66,NW,10,0,29.68 °in
21-11-2015:15:00,90,77,66,N,12,0,29.67 °in
21-11-2015:16:00,90,77,66,N,14,0,29.67 °in
21-11-2015:17:00,88,77,70,N,8,0,29.67 °in
21-11-2015:18:00,84,75,74,NNE,12,0,29.68 °in
21-11-2015:19:00,82,75,79,NE,9,0,29.70 °in
21-11-2015:20:00,82,77,84,NE,12,0,29.71 °in
21-11-2015:21:00,81,77,89,NNE,7,0,29.73 °in
21-11-2015:22:00,81,77,89,NE,5,0,29.74 °in
21-11-2015:23:00,81,77,89,NE,5,0,29.74 °in
22-11-2015:00:00,81,77,89,ENE,5,0,29.74 °in
22-11-2015:01:00,79,77,94,NNE,5,0,29.72 °in
22-11-2015:02:00,81,77,89,ESE,5,0,29.72 °in
22-11-2015:03:00,79,77,94,ENE,5,0,29.70 °in
22-11-2015:04:00,79,77,94,W,5,0,29.70 °in
22-11-2015:05:00,77,75,94,W,5,0,29.71 °in
22-11-2015:06:00,79,77,94,E,5,0,29.72 °in
22-11-2015:07:00,79,77,94,VAR,2,0,29.75 °in
22-11-2015:08:00,84,77,79,VAR,2,0,29.77 °in
22-11-2015:09:00,86,73,66,VAR,2,0,29.79 °in
22-11-2015:10:00,88,77,70,ENE,3,0,29.79 °in
22-11-2015:11:00,88,77,70,NW,7,0,29.77 °in
22-11-2015:12:00,73,79,0,WNW,8,0,29.75 °in
22-11-2015:13:00,90,79,70,NW,10,0,29.73 °in
22-11-2015:14:00,90,77,66,NNW,10,0,29.71 °in
22-11-2015:15:00,88,77,70,NW,12,0,29.70 °in
